Name,Isin,YahooTicker,Market,Net_Income_2021,FCF_2021,Op_Margin_2021,ROE_2021,Debt_Equity_2021,PER_2021,ROIC_2021,Net_Margin_2021,EPS_2021,Perf_2021,Price_per_share_2021,Net_Income_2022,FCF_2022,Op_Margin_2022,ROE_2022,Debt_Equity_2022,PER_2022,ROIC_2022,Net_Margin_2022,EPS_2022,Perf_2022,Price_per_share_2022,Net_Income_2023,FCF_2023,Op_Margin_2023,ROE_2023,Debt_Equity_2023,PER_2023,ROIC_2023,Net_Margin_2023,EPS_2023,Perf_2023,Price_per_share_2023,Net_Income_2024,FCF_2024,Op_Margin_2024,ROE_2024,Debt_Equity_2024,PER_2024,ROIC_2024,Net_Margin_2024,EPS_2024,Perf_2024,Price_per_share_2024,Price_per_share_2025
KONGSBERG GRUPPEN,NO0013536151,KOG.OL,Oslo Børs,2159000000.0,4179000000.0,0.1,0.16,0.32,16.71,0.1546743815,0.07865496011,2.412,0.73306739,49.534000000000006,2773000000.0,28000000.0,0.1,0.2,0.32,20.53,0.1908848708,0.0871930321,3.128,0.5172697794,78.0085,3712000000.0,3444000000.0,0.11,0.23,0.31,20.44,0.2101149135,0.09139030455,4.216,0.1421938851,88.76324999999999,5126000000.0,11498000000.0,0.13,0.27,0.25,31.14,0.2608951007,0.1048862334,5.828,1.75894589,255.52700000000002,248.8125
KONINKLIJKE KPN,NL0000009082,KPN.AS,EuroTLX,1288000000.0,908000000.0,0.19,0.4,2.36,7.23,0.1462946897,0.244402277,0.31,0.123963372,2.255,760000000.0,982000000.0,0.23,0.21,1.72,14.72,0.1032582408,0.143099228,0.18,0.09157977782,2.55975,844000000.0,993000000.0,0.24,0.24,1.91,14.31,0.1109924993,0.1551755837,0.2,0.1189903125,2.8487500000000003,848000000.0,950000000.0,0.25,0.24,2.01,16.48,0.1084737848,0.1513474924,0.2,0.1816330073,3.437,3.93
Krones AG,DE0006335003,KRN.DE,Euronext Global Equity Market,141366000.0,230968000.0,0.05,0.1,0.07,16.76,0.1043436027,0.03889605487,4.47,0.4497926752,89.07275,187025000.0,360542000.0,0.06,0.12,0.07,13.79,0.1182819917,0.04443096648,5.92,0.1169647876,100.12225000000001,224511000.0,-25042000.0,0.06,0.13,0.08,14.14,0.1375457579,0.0475590784,7.11,0.08439771549,104.90950000000001,276919000.0,271032000.0,0.07,0.14,0.07,13.44,0.1496204904,0.05231246211,8.77,0.08655846981,118.04825,132.79999999999998
Kuehne Nagel Inter,CH0025238863,KNIN.SW,Euronext Global Equity Market,2032000000.0,2258000000.0,0.09,0.63,0.59,14.0,0.6011734482,0.06194933081,16.88,0.4738061263,238.89875,2644000000.0,4157000000.0,0.09,0.64,0.41,9.37,0.649668446,0.06711000558,22.03,-0.2316339693,187.0165,1431000000.0,1389000000.0,0.08,0.45,0.58,19.23,0.4418091944,0.06000251583,12.02,0.3908680465,261.47875,1181000000.0,1180000000.0,0.07,0.36,0.72,23.59,0.3614321502,0.04761712765,9.95,-0.2653077017,197.58950000000002,168.02499999999998
L'OREAL,FR0000120321,OR.PA,EuroTLX,4597100000.0,5653200000.0,0.19,0.19,0.27,41.65,0.1643796235,0.1423797371,8.21,0.3534596677,393.40125,5706600000.0,4935100000.0,0.19,0.21,0.21,30.92,0.1848481632,0.1491508236,10.61,-0.2056271569,323.7545,6184000000.0,6115900000.0,0.2,0.21,0.3,33.84,0.1773069584,0.1501608693,11.52,0.355654868,432.07975,6408700000.0,6644300000.0,0.2,0.19,0.26,33.11,0.1690171667,0.1473711563,11.95,-0.2178742479,336.01149999999996,372.35
Laboratorios Farma,ES0157261019,ROVI.MC,Euronext Global Equity Market,153077000.0,108501000.0,0.28,0.33,0.16,18.15,0.2918328703,0.2359833939,2.76,0.9394450263,65.16399999999999,199669000.0,186214000.0,0.31,0.38,0.14,13.74,0.3484870825,0.2441842832,3.73,-0.4887912736,34.24275,170335000.0,58060000.0,0.27,0.32,0.12,13.21,0.2914811387,0.2053443664,3.287042,0.6975816856,56.653999999999996,136881000.0,76059000.0,0.24,0.24,0.2,27.6,0.2064632257,0.1792224933,2.676097,0.04204625524,61.217,60.9125
LACROIX GROUP,FR0000066607,LACR.PA,Euronext Paris,21610000.0,-25617000.0,0.04,0.14,0.98,6.83,0.07946139355,0.04309502443,5.32,0.3506060657,36.63175,11876000.0,-18052000.0,0.03,0.07,1.0,12.45,0.04641748747,0.01677969933,2.53,-0.3560509139,25.54075,4268000.0,19946000.0,0.03,0.02,0.97,33.7,0.01827755738,0.005815141713,0.918197,0.1273756451,27.853749999999998,-33764000.0,12604000.0,0.01,-0.25,1.24,-2.83,-0.06347903694,-0.05312806343,-7.218671,-0.6802823227,9.34,11.950000000000001
LAGARDERE SA,FR0000130213,MMB.PA,Euronext Paris,-101000000.0,679000000.0,0.0,-0.12,5.31,-25.48,0.01624883937,-0.01953200541,-0.75,0.2528263048,21.0455,161000000.0,545000000.0,0.06,0.18,5.0,16.03,0.07673015441,0.02307582055,1.14,-0.1615354171,17.38325,144000000.0,711000000.0,0.06,0.17,5.9,18.68,0.0868696114,0.01770999877,1.01,-0.07342237041,17.226,168000000.0,995000000.0,0.06,0.17,5.0,17.06,0.1100621943,0.01866874097,1.18,0.1342751479,19.72775,18.695
LANSON-BCC,FR0004027068,ALLAN.PA,Euronext Growth Paris,19354000.0,57508000.0,0.12,0.06,1.62,8.28,0.02779377462,0.07139352759,2.72,0.4034751404,25.512500000000003,38744000.0,39865000.0,0.19,0.12,1.5,4.97,0.05172669286,0.1339570649,5.54,0.1430038937,29.54375,36742000.0,-14692000.0,0.22,0.1,1.44,6.48,0.05085657103,0.1352275446,5.44,0.2978790177,38.863749999999996,23824000.0,8467000.0,0.19,0.06,1.41,11.66,0.03991367224,0.09326798102,3.53,-0.1248041984,33.82125,32.65
LANXESS,DE0005470405,LXS.DE,Euronext Global Equity Market,267000000.0,-17000000.0,0.06,0.07,0.93,18.11,0.02442502608,0.04376331749,3.09,-0.1182970495,49.8425,250000000.0,-248000000.0,0.05,0.06,0.96,12.88,0.02952902142,0.03090999011,2.9,-0.3004350702,35.450500000000005,443000000.0,512000000.0,-0.01,0.1,0.67,6.14,-0.1036214927,0.06598153113,5.13,-0.2601944545,27.55775,-177000000.0,188000000.0,0.01,-0.04,0.65,-12.25,-0.01461819105,-0.02780395853,-2.05,-0.1620092722,24.47675,17.41
LATECOERE,FR001400JY13,LAT.PA,Euronext Paris,-110975000.0,-42846000.0,-0.19,-0.74,2.27,-1.87,-0.1453374283,-0.3341422803,-0.119212,-0.4602947128,0.1555,-129710000.0,-107798000.0,-0.11,-6.76,19.16,-1.59,-0.2475084456,-0.2778670368,-0.077488,-0.3857690895,0.10325000000000001,6158000.0,-123465000.0,-0.11,0.04,1.31,15.8,0.06761661671,0.009894992247,0.004,-0.8460475672,0.01525,-60550000.0,-40082000.0,0.01,-0.89,3.47,-2.24,-0.1410376658,-0.08578613679,-0.005,-0.3566878988,0.009000000000000001,0.01325
LECTRA,FR0000065484,LSS.PA,Euronext Paris,28255000.0,48336000.0,0.11,0.07,0.44,39.18,0.05417235153,0.07290051421,0.78,0.6936861805,37.583,44386000.0,50099000.0,0.13,0.1,0.34,29.49,0.07996161957,0.08504124077,1.16,-0.1569632326,33.200250000000004,33904000.0,52487000.0,0.1,0.08,0.32,33.01,0.07132521345,0.07099139619,0.89,-0.07751349688,29.805,31164000.0,81546000.0,0.09,0.09,0.38,36.99,0.07544954209,0.05917144034,0.780368,-0.1665936326,26.2865,23.3875
LEG IMMOBILIEN,DE000LEG1110,LEG.DE,Trading After Hours,1721600000.0,342400000.0,0.41,0.19,1.0,5.01,0.2039929892,1.792586422,21.72,-0.004348947817,109.16274999999999,234000000.0,311100000.0,0.21,0.03,1.04,54.74,0.0265259555,0.2035844789,1.45,-0.4774081065,57.35875,-1568700000.0,432400000.0,0.45,-0.21,1.26,-2.76,-0.08575697772,-1.264163107,-21.17,0.263057333,72.0025,66000000.0,417700000.0,0.42,0.01,1.32,88.03,0.0105808223,0.05064068135,0.88,0.07915653657,80.39699999999999,62.699999999999996
LEGRAND,FR0010307819,LR.PA,Trading After Hours,904500000.0,942200000.0,0.19,0.16,0.93,24.06,0.1499224507,0.1293214378,3.366,0.3842760437,93.33775,999500000.0,1030500000.0,0.17,0.15,0.7,19.95,0.09776074782,0.1198527472,3.726,-0.2608615182,71.91175,1148500000.0,1583100000.0,0.19,0.17,0.72,19.24,0.1099685809,0.1364516627,4.304,0.2779765858,91.04925,1166400000.0,1283700000.0,0.19,0.15,0.68,21.26,0.1043209957,0.1348610806,4.423,0.03082619498,93.149,127.1625
Lenzing AG,AT0000644505,LNZ.VI,Euronext Global Equity Market,139096000.0,-450303000.0,0.09,0.07,1.05,24.87,0.07449509755,0.06338033303,3.639529,0.4698796019,97.38375,-44336000.0,-742140000.0,0.0,-0.03,1.19,-25.27,0.009956389251,-0.01728032827,-2.75,-0.5201941277,52.056,-620695000.0,-107511000.0,-0.18,-0.43,1.32,-2.36,-0.2474420051,-0.2461935286,-20.02,-0.3042152634,35.662499999999994,-127851000.0,166168000.0,0.03,-0.1,1.4,-7.83,0.06995337549,-0.04799395472,-4.06,-0.1725105544,29.375,23.1375
LEONARDO,IT0003856405,LDO.MI,Euronext Milan,586000000.0,127000000.0,0.06,0.09,0.73,6.22,0.06571925175,0.04145737531,1.019,0.08061747652,5.859,927000000.0,390000000.0,0.06,0.13,0.64,4.99,0.09281860758,0.06300550534,1.611,0.280214309,7.602250000000001,658000000.0,404000000.0,0.07,0.08,0.63,10.09,0.06757873178,0.0430318488,1.144,0.8234213619,14.23775,1074000000.0,646000000.0,0.07,0.12,0.52,11.42,0.09731163323,0.06046275967,1.865,0.7229129897,25.61625,47.8775
LEONE FILM GROUP,IT0004973696,LFG.MI,Euronext Growth Milan,5868000.0,4720000.0,0.11,0.12,0.58,6.37,0.09566772418,0.07418457649,0.42,0.139344154,2.53575,2471000.0,-21257000.0,0.13,0.05,0.64,12.2,0.04859690317,0.05123260973,0.18,-0.2457757093,1.85175,-776000.0,-1847000.0,0.07,-0.02,0.78,-31.03,0.04262883385,-0.009465492425,-0.056775,-0.02226652429,1.6574999999999998,-6649000.0,15144000.0,-0.01,-0.17,0.72,-3.55,-0.01302068098,-0.1660796803,-0.47,-0.1297297332,1.6225,1.37
LERØY SEAFOOD GP,NO0003096208,LSG.OL,Oslo Børs,2632371000.0,2721860000.0,0.15,0.14,0.49,13.41,0.1215515805,0.1140874206,4.42,0.1852384491,55.11,2906781000.0,1363706000.0,0.16,0.15,0.47,11.46,0.1306293734,0.1091093748,4.88,-0.1867214468,45.0785,272501000.0,2010971000.0,0.11,0.01,0.59,90.21,0.0874042071,0.008832327197,0.46,-0.1879323627,36.96575,2673477000.0,160706000.0,0.1,0.13,0.67,9.77,0.08212889568,0.08589791776,4.49,0.2440530088,48.20175,47.985
LES HOTELS BAVEREZ,FR0007080254,ALLHB.PA,Euronext Growth Paris,605758.0,1383100.0,-0.17,0.02,0.76,204.87,0.01349172785,0.04551239442,0.26,0.04807696594,54.55475,7061985.0,12609900.0,0.22,0.2,0.56,18.83,0.1372401396,0.1822368216,2.98,0.05263155398,61.837,8482061.0,11396900.0,0.22,0.19,0.36,16.26,0.15262956,0.1960386155,3.58,-0.02905204753,55.29275,4268611.0,1619100.0,0.16,0.09,0.33,37.51,0.1020188492,0.09957966971,1.8,0.2685177613,71.961,73.625
LINDBERGH,IT0005469272,LDB.MI,Euronext Growth Milan,803498.0,-2538985.0,0.09,0.17,1.54,22.92,0.09694700505,0.05886770346,0.09454,0.3120567616,2.1635,875179.0,263016.0,0.06,0.17,1.1,17.21,0.1167703824,0.03853749175,0.103108,-0.2333333124,1.7055,1159566.0,407432.0,0.12,0.2,1.02,14.33,0.15047423,0.0716450611,0.13892,0.2814645175,2.1275,327776.0,-768951.0,0.11,0.04,0.91,85.1,0.1273722378,0.01362018598,0.039374,0.6177778244,3.6399999999999997,7.615
Linde PLC,IE000S9YS762,LIN,Trading After Hours,3826000000.0,6639000000.0,0.17,0.09,0.35,37.86,0.068076733,0.1242490176,7.33,0.3581307095,320.39925,4147000000.0,5691000000.0,0.19,0.1,0.47,35.39,0.07366639908,0.124295648,8.23,-0.02194401312,316.666,6199000000.0,5518000000.0,0.25,0.16,0.51,28.37,0.1098812307,0.1886832654,12.59,0.3079666834,397.26525000000004,6565000000.0,4926000000.0,0.26,0.17,0.59,32.13,0.116222403,0.1989092562,13.62,0.03466101261,427.25475000000006,411.5135
LINDT,CH0010570759,LISN.SW,Euronext Global Equity Market,490500000.0,586000000.0,0.14,0.09,0.28,46.76,0.08185924349,0.1069676153,2019.4,0.3836153938,114619.10925,569700000.0,526100000.0,0.15,0.13,0.33,41.47,0.1097067099,0.114623154,2387.1,-0.2144169091,91614.40424999999,671400000.0,476800000.0,0.16,0.16,0.33,35.61,0.1328588184,0.1290855956,2859.1,0.08058292024,102354.01550000001,672300000.0,868000000.0,0.16,0.14,0.34,36.0,0.1174541685,0.1229404773,2897.7,0.001599504469,97380.91775000001,117250.0
LINDT PS,CH0010570767,LISP.SW,Euronext Global Equity Market,490500000.0,586000000.0,0.14,0.09,0.28,45.2,0.08185924349,0.1069676153,201.94,0.476732551,11637.055,569700000.0,526100000.0,0.15,0.13,0.33,40.65,0.1097067099,0.114623154,238.71,-0.2456968973,9175.315,671400000.0,476800000.0,0.16,0.16,0.33,35.74,0.1328588184,0.1290855956,285.91,0.06895200638,10240.35775,672300000.0,868000000.0,0.16,0.14,0.34,36.24,0.1174541685,0.1229404773,289.77,0.01563581437,9863.79025,11667.5
LINK MOBILITY GRP,NO0010894231,LINK.OL,Oslo Børs,-77561000.0,215986000.0,0.01,-0.02,0.74,-141.37,0.006797131734,-0.01758698598,-0.26,-0.5980813545,19.369,-151106000.0,288405000.0,0.02,-0.03,0.74,-22.76,-0.002025923216,-0.03075172883,-0.51,-0.6313725431,7.74,67282000.0,607070000.0,0.03,0.01,0.74,53.94,0.0155640406,0.01071006853,0.22,1.347769817,17.455,255569000.0,471731000.0,0.05,0.05,0.65,25.12,0.03366858967,0.03654218654,0.83,0.3279445961,23.8375,31.799999999999997
LISI,FR0000050353,FII.PA,Euronext Paris,44048000.0,53440000.0,0.06,0.04,0.46,29.36,0.02570932772,0.03784527325,0.82,0.4108214855,25.103250000000003,56960000.0,23189000.0,0.06,0.05,0.39,19.57,0.04234581377,0.03996598401,1.06,-0.3010049126,18.6995,37533000.0,38027000.0,0.06,0.04,0.69,27.77,0.03341057719,0.02302010986,0.81,0.1882682671,22.91225,56006000.0,80040000.0,0.06,0.06,0.68,19.95,0.0498290781,0.03121763607,1.2,-0.06390542287,21.77375,49.887499999999996
LNA SANTE,FR0004170017,LNA.PA,Euronext Paris,23510000.0,65979000.0,0.09,0.11,4.65,18.86,0.04629638198,0.03409756748,2.4526,0.02001066207,46.812999999999995,25813000.0,89855000.0,0.09,0.09,3.15,12.55,0.05594877839,0.03544651096,2.4918,-0.4166704195,26.93475,23409000.0,84559000.0,0.09,0.08,2.96,11.25,0.05791036726,0.03180203373,2.29,-0.3156248746,18.039250000000003,21816000.0,98276000.0,0.08,0.07,2.79,10.42,0.05745360137,0.02704672925,2.1335,0.2074631682,23.012499999999996,23.575
LOGIC INSTRUMENT,FR0000044943,ALLOG.PA,Euronext Growth Paris,-844812.0,-221011.0,-0.08,-0.19,0.32,-5.17,-0.1041826247,-0.1072112773,-0.098,-0.3243243445,0.37950000000000006,23783.0,-824670.0,-0.02,0.01,0.26,108.89,0.00435990212,0.002398441391,0.003,-0.1813186431,0.31525000000000003,631033.0,-568647.0,0.05,0.12,0.96,6.05,0.1308004589,0.03864628234,0.07,0.8466454343,0.5405,1232678.0,2080387.0,0.06,0.19,0.59,7.37,0.1366128438,0.04500538964,0.136,0.5536331969,0.893,1.6574999999999998
Logista Integral,ES0105027009,LOG.MC,Euronext Global Equity Market,173961000.0,-342201000.0,0.02,0.33,0.32,9.89,0.3409274839,0.01608243523,1.32,0.1693629734,12.75875,198848000.0,606198000.0,0.02,0.35,0.24,10.11,0.3694285278,0.0173459648,1.51,0.4416213467,19.307750000000002,272254000.0,263454000.0,0.02,0.46,0.43,9.86,0.4616944155,0.02190731936,2.07,0.08874646115,20.917749999999998,308235000.0,350223000.0,0.02,0.48,0.43,10.5,0.489008769,0.02373679819,2.34,0.2614984206,27.3475,29.025
LONGINO&CARDENAL,IT0005337073,LON.MI,Euronext Growth Milan,-901367.0,-3282068.0,-0.03,-0.15,0.99,-25.55,-0.07656353881,-0.03363875033,-0.144219,0.4592592547,3.655,-1244092.0,-1888467.0,-0.04,-0.26,1.4,-16.67,-0.10686737,-0.03855941879,-0.199055,-0.2198952693,2.93,-525271.0,-1418765.0,0.01,-0.12,1.82,-28.53,-0.005353991814,-0.01443080782,-0.084043,-0.2550335522,2.21,-367007.0,788331.0,0.01,-0.09,1.86,-39.38,0.01655188742,-0.009794284191,-0.058721,-0.2175925972,1.71,1.0150000000000001
Lonza Group,CH0013841017,LONN.SW,Euronext Global Equity Market,2944000000.0,-124000000.0,0.15,0.3,0.28,16.16,0.06135034884,0.5442780551,39.52,0.3526107144,733.4675,1215000000.0,-852000000.0,0.22,0.11,0.24,33.35,0.09907187574,0.1952434517,16.34,-0.3919010139,444.29425,654000000.0,-294000000.0,0.13,0.07,0.33,53.48,0.05974925283,0.09736489504,8.88,-0.2282496234,339.457,636000000.0,-143000000.0,0.14,0.07,0.55,56.15,0.05386242269,0.09674475205,8.92,0.5421427321,527.31125,535.2
LOTUS BAKERIES,BE0003604155,LOTB.BR,Euronext Brussels,90767000.0,68875000.0,0.17,0.17,0.45,42.68,0.1251269649,0.120982178,111.55,0.526726044,5413.564,103240000.0,-12300000.0,0.16,0.18,0.47,41.36,0.1287817565,0.1176589918,127.13,0.09877361356,6197.47575,129261000.0,88918000.0,0.16,0.2,0.44,42.32,0.1429148405,0.1216045353,159.12,0.3181181392,8076.48375,152577000.0,64488000.0,0.17,0.19,0.36,53.43,0.1481577735,0.1238536132,187.65,0.3127992997,10830.6475,7665.0
LPKF LASER & ELECT,DE0006450000,LPK.DE,Euronext Global Equity Market,-114000.0,-764000.0,0.01,0.0,0.06,-4882.47,0.000569297137,-0.001218365253,-0.004654,-0.3229952634,17.79,1388000.0,201000.0,0.05,0.01,0.04,190.12,0.05161039152,0.01122078594,0.06,-0.521760613,10.397499999999999,1754000.0,-11069000.0,0.04,0.02,0.14,131.01,0.0197751253,0.01410682259,0.07,0.00100646953,9.8775,-4509000.0,1880000.0,-0.02,-0.05,0.09,-47.52,-0.01946439701,-0.03669134999,-0.18,-0.09881423037,8.847499999999998,5.637499999999999
LUMI GRUPPEN,NO0010927288,LUMI.OL,Euronext Growth Oslo,59070000.0,95886000.0,0.21,0.11,1.1,34.33,0.09028722271,0.1114313849,1.502742,-0.1428571634,44.223000000000006,40720000.0,55710000.0,0.17,0.08,1.05,20.0,0.06412953646,0.07954445562,1.13,-0.7334462888,10.7705,-276247000.0,23078000.0,0.08,-0.61,1.11,-2.5,-0.240055443,-0.6563775644,-5.46,0.3947187962,13.837499999999999,14048000.0,51495000.0,0.12,0.03,1.04,46.55,0.05857690635,0.03130222422,0.25,-0.03333333333,13.025,16.450000000000003
LUMIBIRD,FR0000038242,LBIRD.PA,Euronext Paris,13858000.0,6469000.0,0.12,0.08,0.62,28.23,0.054654779,0.08328775686,0.62,0.6360543911,23.0625,11353000.0,-28018000.0,0.08,0.06,0.59,37.45,0.04690804905,0.05843206687,0.51,-0.2815618215,15.975000000000001,7126000.0,-4887000.0,0.09,0.04,0.75,46.41,0.03387397835,0.03449945293,0.321552,-0.2792899065,11.97,5695000.0,11406000.0,0.07,0.03,0.81,41.79,0.03217492606,0.02711168873,0.26,-0.236541641,8.93,20.200000000000003
Lundbergforetagen,SE0000108847,LUND-B.ST,Euronext Global Equity Market,11367000000.0,4794000000.0,0.25,0.11,0.22,10.65,0.12583698,0.4338549618,45.84,0.1524094103,477.84625000000005,1514000000.0,7358000000.0,0.3,0.02,0.21,72.16,0.05039113055,0.04819507226,6.1,-0.1183373047,435.77575,7255000000.0,8234000000.0,0.28,0.07,0.18,15.82,0.07270274964,0.2367819843,29.25,0.2324133517,538.56125,6302000000.0,5551000000.0,0.24,0.06,0.18,21.2,0.06677104825,0.2008989767,25.41,-0.07793525714,507.27424999999994,502.7
LUVE,IT0005107492,LUVE.MI,Euronext Milan,23739000.0,-9437000.0,0.06,0.14,2.21,16.25,0.04976117664,0.04832818951,1.07,0.7577394125,21.921750000000003,47714000.0,-3360000.0,0.07,0.23,2.12,9.43,0.08983415183,0.07732285379,2.15,0.2586429525,25.0575,29745000.0,35205000.0,0.08,0.13,1.7,19.04,0.06542564114,0.04830121642,1.339482,-0.1685761756,21.50525,34497000.0,57146000.0,0.09,0.14,1.66,15.59,0.06574788884,0.05874779677,1.553475,0.2589177724,27.77875,39.1625
LVMH,FR0000121014,MC.PA,Trading After Hours,12036000000.0,15392000000.0,0.27,0.26,0.74,24.31,0.1911754533,0.1874328428,23.89,0.4349650301,660.8725,14084000000.0,12753000000.0,0.27,0.26,0.64,21.52,0.2008171168,0.1778664612,28.03,-0.05278270989,652.84725,15174000000.0,10596000000.0,0.26,0.25,0.64,24.66,0.201036607,0.1761285155,30.33,0.07361983603,708.934,12550000000.0,13373000000.0,0.23,0.19,0.61,27.11,0.1525936033,0.1482015068,25.12,-0.1043575221,618.4435,628.5905
LyondellBasell,NL0009434992,LYB,Euronext Global Equity Market,5610000000.0,5736000000.0,0.16,0.47,1.15,4.31,0.2578839727,0.1214995777,16.75,0.07854947408,66.901,3882000000.0,4229000000.0,0.1,0.31,1.04,6.08,0.1724598406,0.07694594755,11.81,-0.01968903961,67.00150000000001,2114000000.0,3411000000.0,0.09,0.16,1.01,12.12,0.1039661639,0.0514267643,6.46,0.1932042821,81.49675,1360000000.0,1980000000.0,0.07,0.11,1.04,19.98,0.07504913083,0.03374522356,4.15,-0.1866671733,68.20675,44.7925
M VEST WATER,NO0010976343,MVW.OL,Euronext Growth Oslo,-27247764.0,-26433402.0,-60.41,-0.33,0.05,-12.47,-0.3047638499,-62.43243912,-1.1603,-0.454170388,10.70275,-28903399.0,-45181275.0,-15.74,-0.53,0.06,-10.22,-0.4961374202,-15.90204557,-0.9894,-0.2292073132,9.545,-28317355.0,-30053077.0,-2.54,-1.05,0.06,-8.14,-0.9708424967,-2.572453769,-0.9707,-0.2704402447,6.71,-24529502.0,-27738418.0,-1.07,-0.81,0.02,-11.77,-0.7746007008,-1.081324148,-0.7775,0.3214285714,8.924999999999999,7.819999999999999
MAAT PHARMA,FR0012634822,MAAT.PA,Euronext Paris,-9019000.0,-8167000.0,-9.15,-0.23,0.15,-33.81,-0.2030718671,-9.278806584,-3.7,-0.9083104408,13.15,-13713000.0,-13267000.0,-9.48,-0.51,0.42,-7.64,-0.3604679048,-9.58951049,-1.4,-0.3984962492,8.5,-19717000.0,-19763000.0,-8.95,-0.96,0.69,-4.56,-0.6793401801,-8.849640934,-1.7,-0.1361386033,6.795000000000001,-28904000.0,-22794000.0,-8.84,-2.8,1.54,-3.54,-1.381492067,-8.987562189,-2.2,0.1055555901,7.945,4.1975
MAGNORA,NO0010187032,MGN.OL,Oslo Børs,-62800000.0,-23700000.0,-2.53,-0.37,0.0,-15.43,-0.2387951106,-4.131578947,-1.11,-0.3095587175,15.21425,12500000.0,-76400000.0,0.12,0.03,0.22,81.81,0.03524252923,0.1363140676,0.21,0.09053475414,17.76075,192500000.0,-2500000.0,-7.31,0.36,0.0,8.16,0.2594278283,15.90909091,2.86,0.5678420269,26.529249999999998,593600000.0,-105000000.0,-52.39,1.48,0.0,2.76,0.6914461492,258.0869565,8.9,0.02172155618,25.7565,19.810000000000002
MAIRE,IT0004931058,MAIRE.MI,Euronext Milan,83301000.0,165901000.0,0.06,0.17,1.78,10.06,0.0705250286,0.02928937378,0.254,1.374451554,3.4565,89890000.0,251382000.0,0.05,0.18,1.83,9.89,0.07685155729,0.0262581047,0.274,-0.2187503661,2.79575,125356000.0,335156000.0,0.06,0.24,1.64,9.3,0.1109549708,0.02962293592,0.382,0.6081203767,4.42,198682000.0,244758000.0,0.06,0.33,1.67,10.93,0.1589675218,0.03389833979,0.605,0.707155693,7.686,12.675
MAISONS DU MONDE,FR0013153541,MDM.PA,Euronext Paris,77368000.0,206486000.0,0.1,0.12,1.25,10.56,0.09293772086,0.05715455028,1.62,0.3239340585,18.255,34295000.0,144773000.0,0.05,0.06,1.39,15.76,0.05585126362,0.02683359649,0.79,-0.4110231046,10.945500000000001,8570000.0,154666000.0,0.04,0.01,1.16,40.06,0.02955733355,0.007409501627,0.21,-0.5175734217,5.3135,-115347000.0,142698000.0,0.0,-0.23,1.4,-1.41,-0.1410810592,-0.111966942,-2.99,-0.213808994,4.13125,2.021
MALTERIES FCO-BEL.,FR0000030074,MALT.PA,Euronext Paris,17409000.0,88982000.0,0.03,0.08,0.0,22.67,0.07963246411,0.1959810875,35.1,0.1167882659,729.44075,15305000.0,-3280000.0,0.05,0.06,0.0,17.7,0.06464135027,0.1500093113,30.9,-0.2721088801,542.7535,27209000.0,-14395000.0,-0.02,0.1,0.01,10.89,-0.006542901822,0.2059368921,54.9,0.1869159223,624.35175,44621000.0,5518000.0,0.09,0.15,0.01,7.14,0.1467141654,0.3074935222,89.922256,0.2462582731,742.9615,893.75
MANITOU BF,FR0000038606,MTU.PA,Euronext Paris,86757000.0,78131000.0,0.07,0.12,0.26,10.13,0.09993610582,0.04628069283,2.27,0.1520158077,22.495250000000002,54725000.0,-197998000.0,0.04,0.07,0.38,13.17,0.05646949931,0.02317258399,1.43,-0.07408108757,20.33375,143391000.0,-157662000.0,0.07,0.16,0.53,5.49,0.1153312972,0.04993919156,3.75,-0.07277498818,20.42625,121877000.0,137058000.0,0.07,0.12,0.44,6.08,0.09870926683,0.04588835767,3.18,-0.2220683714,15.626000000000001,19.21
MARE NOSTRUM,FR0013400835,ALMAR.PA,Euronext Growth Paris,-536000.0,191000.0,0.01,-0.05,2.69,-45.63,0.008770684359,-0.003444929334,-0.07,-0.1086956956,2.9225000000000003,-2120000.0,-1784000.0,0.0,-0.26,3.71,-10.05,-0.0100689619,-0.0123096933,-0.28,-0.1508771378,2.5124999999999997,-11725000.0,5043000.0,-0.04,3.37,-6.02,-0.92,-0.4136509391,-0.06916016846,-1.55,-0.7056451559,0.7125,-9949000.0,6354000.0,-0.04,0.74,-1.58,-0.36,-0.915721284,-0.08254924412,-1.31,-0.06575347454,0.4675,0.32
MARR,IT0003428445,MARR.MI,Euronext Milan,35071000.0,110077000.0,0.04,0.1,1.12,30.59,0.06259872468,0.02461050271,0.53,0.1240692373,15.709249999999999,26550000.0,-20830000.0,0.03,0.08,1.21,29.33,0.0485944495,0.01409390522,0.4,-0.3821598392,9.92425,47134000.0,41098000.0,0.04,0.13,1.28,15.64,0.08404013747,0.02313995218,0.721834,0.0287425217,10.196250000000001,42723000.0,35764000.0,0.04,0.12,1.29,15.74,0.0812345727,0.02085874175,0.663569,-0.06627224772,9.443,8.962499999999999
MARTIFER,PTMFR0AM0003,MAR.LS,Euronext Lisbon,11266885.0,4323715.0,0.06,0.6,7.06,4.86,0.1247796199,0.05382586543,0.1152,1.13999995,0.8017500000000001,13340204.0,10693262.0,0.13,0.38,3.52,8.41,0.1378846962,0.07006364329,0.1364,0.3579545406,1.0945,19695658.0,46883948.0,0.06,0.36,2.11,5.79,0.1948272352,0.09304821221,0.2014,0.3304347998,1.2670000000000001,22997919.0,30589862.0,0.11,0.29,1.42,6.75,0.1849822018,0.09032440633,0.2352,-0.03324093957,1.65375,2.4
