Name,ISIN,Sector,Market,Currency,Industry
ECOSLOPS,FR0011490648,,Euronext Growth Paris,EUR,
ECOSUNTEK,IT0005654766,Utilities,Euronext Growth Milan,EUR,Utilities - Diversified
EDENRED,FR0010908533,Financial Services,Trading After Hours,EUR,Credit Services
EDGELAB,IT0005627762,Industrials,Euronext Growth Milan,EUR,Aerospace & Defense
EDIL SAN FELICE,IT0005561441,Industrials,Euronext Growth Milan,EUR,Infrastructure Operations
EDILIZIACROBATICA,IT0005351504,Industrials,Euronext Growth Paris,EUR,Specialty Business Services
EDISON R,IT0003372205,Energy,Euronext Milan,EUR,Oil & Gas Integrated
EDITIONS DU SIGNE,FR0000052755,Communication Services,Euronext Access Paris,EUR,Publishing
EDP,PTEDP0AM0009,Utilities,Trading After Hours,EUR,Utilities - Diversified
EDP RENOVAVEIS,ES0127797019,Utilities,Trading After Hours,EUR,Utilities - Renewable
EDUFORM ACTION,FR0010882886,Financial Services,Euronext Access Paris,EUR,Asset Management
EGIDE,FR0000072373,Technology,Euronext Growth Paris,EUR,Electronic Components
EGIDE BSA,FR001400TAW3,,Euronext Growth Paris,EUR,
EGOMNIA,IT0005586497,,Euronext Growth Milan,EUR,
EIDESVIK OFFSHORE,NO0010263023,,Oslo Børs,NOK,
EIFFAGE,FR0000130452,Industrials,Trading After Hours,EUR,Engineering & Construction
EKINOPS,FR0011466069,Technology,Euronext Paris,EUR,Communication Equipment
EKOPAK,BE0974380124,,Euronext Brussels,EUR,
EL.EN.,IT0005453250,Healthcare,Euronext Milan,EUR,Medical Devices
ELEC.STRASBOURG,FR0000031023,Utilities,Euronext Paris,EUR,Utilities - Renewable
ELECT. MADAGASCAR,FR0000035719,Financial Services,Euronext Paris,EUR,Asset Management
Electrolux,SE0016589188,Consumer Cyclical,Euronext Global Equity Market,EUR,"Furnishings, Fixtures & Appliances"
ELECTROMAGNET GEO,NO0010358484,Energy,Oslo Børs,NOK,Oil & Gas Equipment & Services
Elekta,SE0000163628,Healthcare,Euronext Global Equity Market,EUR,Medical Devices
ELEKTROIMPORTØREN,NO0010911902,,Euronext Growth Oslo,NOK,
ELES,IT0005373417,Technology,Euronext Growth Milan,EUR,Semiconductor Equipment & Materials
ELIA GROUP,BE0003822393,Utilities,Trading After Hours,EUR,Utilities - Regulated Electric
ELICA,IT0003404214,Consumer Cyclical,Euronext Milan,EUR,"Furnishings, Fixtures & Appliances"
ELIOR GROUP,FR0011950732,Consumer Cyclical,Euronext Paris,EUR,Restaurants
ELIS,FR0012435121,Industrials,Euronext Paris,EUR,Specialty Business Services
Elisa Oyj,FI0009007884,Communication Services,Euronext Global Equity Market,EUR,Telecom Services
ELIX,ES0105726006,,Euronext Access Paris,EUR,
ELKEM,NO0010816093,Basic Materials,Oslo Børs,NOK,Specialty Chemicals
ELLIPTIC LABORATOR,NO0010722283,Technology,Oslo Børs,NOK,Software - Infrastructure
ELMERA GROUP,NO0010815673,Utilities,Oslo Børs,NOK,Utilities - Regulated Electric
ELOPAK,NO0011002586,,Oslo Børs,NOK,
ELSA SOLUTIONS,IT0005561466,Industrials,Euronext Growth Milan,EUR,Specialty Industrial Machinery
EMAK,IT0001237053,Industrials,Euronext Milan,EUR,Tools & Accessories
EMBENTION,ES0105639001,Technology,Euronext Access Paris,EUR,Computer Hardware
EMD MUSIC,BE0003849669,,Euronext Expert Market,EUR,
EMEIS,FR001400NLM4,Healthcare,Euronext Paris,EUR,Medical Care Facilities
EMMA VILLAS,IT0005562183,Consumer Cyclical,Euronext Growth Milan,EUR,Resorts & Casinos
EMOVA GROUP,FR0013356755,Consumer Cyclical,Euronext Growth Paris,EUR,Specialty Retail
EMS-CHEMIE,CH0016440353,Basic Materials,Euronext Global Equity Market,EUR,Specialty Chemicals
ENA,IT0005468290,Real Estate,Euronext Growth Milan,EUR,Real Estate Services
ENAGAS,ES0130960018,Utilities,Trading After Hours,EUR,Utilities - Regulated Gas
ENAV,IT0005176406,Industrials,Euronext Milan,EUR,Airports & Air Services
ENCRES DUBUIT,FR0004030708,Basic Materials,Euronext Growth Paris,EUR,Specialty Chemicals
ENDESA,ES0130670112,Utilities,Euronext Global Equity Market,EUR,Utilities - Regulated Electric
ENDÚR,NO0012555459,Industrials,Oslo Børs,NOK,Conglomerates
ENEL,IT0003128367,Utilities,Trading After Hours,EUR,Utilities - Diversified
ENENSYS,FR0013330792,Technology,Euronext Growth Paris,EUR,Communication Equipment
ENERGEIA,NO0013698431,Technology,Euronext Growth Oslo,NOK,Solar
ENERGISME,FR0013399359,Technology,Euronext Growth Paris,EUR,Software - Application
ENERGY,IT0005500712,Industrials,Euronext Growth Milan,EUR,Electrical Equipment & Parts
ENERGY TIME,IT0005660219,Technology,Euronext Growth Milan,EUR,Solar
ENERGYVISION,BE0974499312,Utilities,Euronext Brussels,EUR,Utilities - Renewable
ENERTRONICA SANT,IT0004887409,,Euronext Growth Milan,EUR,
ENERVIT,IT0004356751,Consumer Defensive,Euronext Milan,EUR,Packaged Foods
ENGIE,FR0010208488,Utilities,Trading After Hours,EUR,Utilities - Diversified
ENI,IT0003132476,Energy,Euronext Milan,EUR,Oil & Gas Integrated
ENOGIA,FR0014004974,,Euronext Growth Paris,EUR,
ENSURGE MICROPOWER,NO0013186460,Technology,Oslo Børs,NOK,Electronic Components
ENTECH,FR0014004362,Utilities,Euronext Growth Paris,EUR,Utilities - Renewable
ENTRA,NO0010716418,,Oslo Børs,NOK,
ENTREPRENDRE,FR0000045122,,Euronext Growth Paris,EUR,
ENVIPCO,NL0015000GX8,Industrials,Euronext Amsterdam,EUR,Pollution & Treatment Controls
EO2,FR0010465534,,Euronext Growth Paris,EUR,
Epiroc,SE0015658109,,Euronext Global Equity Market,EUR,
EPRCOMUNICAZIONE,IT0005519837,Industrials,Euronext Growth Milan,EUR,Consulting Services
EQT AB,SE0012853455,,Euronext Global Equity Market,EUR,
EQUASENS,FR0012882389,Healthcare,Euronext Paris,EUR,Health Information Services
EQUINOR,NO0010096985,Energy,Oslo Børs,NOK,Oil & Gas Integrated
EQUITA GROUP,IT0005312027,Financial Services,Euronext Milan,EUR,Capital Markets
EQVA,NO0010708605,,Oslo Børs,NOK,
ER Capital,NL0010389508,Real Estate,Euronext Amsterdam,EUR,Real Estate Services
ERAMET,FR0000131757,Basic Materials,Trading After Hours,EUR,Other Industrial Metals & Mining
ERG,IT0001157020,Utilities,Trading After Hours,EUR,Utilities - Renewable
ERICSSON - CLASS B,SE0000108656,Technology,Trading After Hours,EUR,Communication Equipment
ERREDUE,IT0005521247,Industrials,Euronext Growth Milan,EUR,Specialty Industrial Machinery
Erste Group Bank,AT0000652011,Financial Services,EuroTLX,EUR,Banks - Regional
ESAUTOMOTION,IT0005337107,Industrials,Euronext Growth Milan,EUR,Specialty Industrial Machinery
ESI,IT0005421885,Industrials,Euronext Growth Milan,EUR,Engineering & Construction
ESPE,IT0005573818,Industrials,Euronext Growth Milan,EUR,Engineering & Construction
ESPRINET,IT0003850929,Technology,Euronext Milan,EUR,Electronics & Computer Distribution
ESSILORLUXOTTICA,FR0000121667,Healthcare,Trading After Hours,EUR,Medical Instruments & Supplies
Essity,SE0009922164,Consumer Defensive,Euronext Global Equity Market,EUR,Household & Personal Products
ESTORIL SOL N,PTESO0AM0000,Consumer Cyclical,Euronext Lisbon,EUR,Resorts & Casinos
ESTRIMA,IT0005468191,Consumer Cyclical,Euronext Growth Milan,EUR,Auto Manufacturers
ETEX,BE0941244536,,Euronext Expert Market,EUR,
ETHERO,FR0010424697,,Euronext Growth Paris,EUR,
EUKEDOS,IT0004818297,Healthcare,Euronext Milan,EUR,Medical Care Facilities
EURASIA FONC INV,FR0000061475,Real Estate,Euronext Paris,EUR,Real Estate Services
EURASIA GROUPE,FR0010844001,,Euronext Growth Paris,EUR,
EURAZEO,FR0000121121,Financial Services,Trading After Hours,EUR,Asset Management
EUROAPI,FR0014008VX5,Healthcare,Trading After Hours,EUR,Drug Manufacturers - Specialty & Generic
EUROBIO-SCIENTIFIC,FR0013240934,Healthcare,Euronext Growth Paris,EUR,Medical Devices
EUROCASTLE INVEST.,GB00B94QM994,Financial Services,Euronext Amsterdam,EUR,Asset Management
EUROCOMMERCIAL,NL0015000K93,,Trading After Hours,EUR,
EUROFINS CEREP,FR0013256518,Healthcare,Euronext Growth Paris,EUR,Diagnostics & Research
EUROFINS SCIENT,FR0014000MR3,Healthcare,EuroTLX,EUR,Diagnostics & Research
EUROGROUP LAM,IT0005527616,Industrials,Euronext Milan,EUR,Specialty Industrial Machinery
EUROLAND CORPORATE,FR0010157115,,Euronext Growth Paris,EUR,
EUROLOG CANOLA,ES0105586004,,Euronext Access Paris,EUR,
EURONEXT,NL0006294274,Financial Services,Euronext Lisbon,EUR,Financial Data & Stock Exchanges
EUROPACORP,FR0010490920,Communication Services,Euronext Growth Paris,EUR,Entertainment
European Medical S,BE0974497290,Healthcare,"Euronext Growth Brussels, Paris",EUR,Biotechnology
EUROPLASMA,FR0014011QJ8,Industrials,Euronext Growth Paris,EUR,Waste Management
EUROPRIS,NO0010735343,Consumer Defensive,Oslo Børs,NOK,Discount Stores
EUROTECH,IT0003895668,Technology,Euronext Milan,EUR,Computer Hardware
EUTELSAT COMMUNIC.,FR0010221234,Technology,Euronext Paris,EUR,Communication Equipment
EVERGREEN,FR0000035784,,Euronext Paris,EUR,
EVISO,IT0005430936,Utilities,Euronext Growth Milan,EUR,Utilities - Regulated Electric
EVN AG,AT0000741053,Utilities,Euronext Global Equity Market,EUR,Utilities - Diversified
Evolution AB,SE0012673267,Consumer Cyclical,Euronext Global Equity Market,EUR,Gambling
EVONIK INDUSTRIES,DE000EVNK013,Basic Materials,Euronext Global Equity Market,EUR,Specialty Chemicals
EVOTEC,DE0005664809,Healthcare,Euronext Global Equity Market,EUR,Drug Manufacturers - Specialty & Generic
EVS BROADC.EQUIPM.,BE0003820371,Technology,Euronext Brussels,EUR,Communication Equipment
EXACOMPTA CLAIREF.,FR0000064164,Industrials,Euronext Growth Paris,EUR,Business Equipment & Supplies
EXACT THERAPEUTICS,NO0010852213,Healthcare,Euronext Growth Oslo,NOK,Biotechnology
EXAIL TECHNOLOGIES,FR0000062671,Industrials,Euronext Paris,EUR,Aerospace & Defense
EXECUS,IT0005557530,Consumer Defensive,Euronext Growth Milan,EUR,Education & Training Services
EXEL INDUSTRIES,FR0004527638,Industrials,Euronext Paris,EUR,Farm & Heavy Construction Machinery
EXMAR,BE0003808251,Energy,Euronext Brussels,EUR,Oil & Gas Equipment & Services
EXOR NV,NL0012059018,Industrials,Trading After Hours,EUR,Farm & Heavy Construction Machinery
EXOSENS,FR001400Q9V2,Industrials,Euronext Paris,EUR,Electrical Equipment & Parts
EXPERT.AI,IT0004496029,Technology,Euronext Growth Milan,EUR,Software - Application
EXPLOSIFS PROD.CHI,FR0014003AQ4,Basic Materials,Euronext Paris,EUR,Specialty Chemicals
FACEPHI,ES0105029005,Technology,Euronext Growth Paris,EUR,Software - Application
FAE TECHNOLOGY,IT0005500688,Technology,Euronext Growth Milan,EUR,Electronic Components
FAGRON,BE0003874915,Healthcare,"Euronext Brussels, Amsterdam",EUR,Drug Manufacturers - Specialty & Generic
FAIFEY INVEST,ES0105553004,,Euronext Access Paris,EUR,
FARMACOSMO,IT0005487670,Healthcare,Euronext Growth Milan,EUR,Pharmaceutical Retailers
FARMINVESTE,PTFNV1AM0002,Healthcare,Euronext Access Lisbon,EUR,Medical Distribution
FASHION B AIR,FR0004034593,,Euronext Growth Paris,EUR,
Fastighets Balder,SE0017832488,Real Estate,Euronext Global Equity Market,EUR,Real Estate - Diversified
FASTNED,NL0013654809,Consumer Cyclical,Euronext Amsterdam,EUR,Specialty Retail
FBD HOLDINGS PLC,IE0003290289,Financial Services,Euronext Dublin,EUR,Insurance - Property & Casualty
FD,FR0012300424,Consumer Defensive,Euronext Access Paris,EUR,Packaged Foods
FDJ UNITED,FR0013451333,,Euronext Paris,EUR,
FERM.CAS.MUN.CANNE,FR0000062101,Consumer Cyclical,Euronext Paris,EUR,Resorts & Casinos
FERMENTALG,FR0011271600,Healthcare,Euronext Growth Paris,EUR,Biotechnology
FERRARI,NL0011585146,Consumer Cyclical,Euronext Milan,EUR,Auto Manufacturers
FERRARI GROUP,GB00BN0VZ646,Industrials,Euronext Amsterdam,EUR,Integrated Freight & Logistics
FERRETTI,IT0005383291,Consumer Cyclical,Euronext Milan,EUR,Recreational Vehicles
FERROVIAL,NL0015001FS8,Industrials,Euronext Amsterdam,EUR,Engineering & Construction
FI BELGO-TUNISIENN,BE0011238830,,Euronext Expert Market,EUR,
FIDIA,IT0005654683,Industrials,Euronext Milan,EUR,Specialty Industrial Machinery
FIDUCIAL OFF.SOL.,FR0000061418,Industrials,Euronext Paris,EUR,Business Equipment & Supplies
FIDUCIAL REAL EST.,FR0000060535,Real Estate,Euronext Paris,EUR,Real Estate Services
FIERA MILANO,IT0003365613,Industrials,Euronext Milan,EUR,Specialty Business Services
FIGEAC AERO,FR0011665280,Industrials,Euronext Paris,EUR,Aerospace & Defense
FILA,IT0004967292,Industrials,Euronext Milan,EUR,Business Equipment & Supplies
FILL UP MEDIA,FR001400AEM6,Communication Services,Euronext Growth Paris,EUR,Advertising Agencies
FIMMOBEL,BE0945246784,,Euronext Expert Market,EUR,
Financiere,BE0003823409,Healthcare,Euronext Global Equity Market,EUR,Biotechnology
FINANCIERE MARJOS,FR0000060824,Industrials,Euronext Paris,EUR,Conglomerates
FINANZA.TECH,IT0005475162,Industrials,Euronext Growth Milan,EUR,Consulting Services
FINASUCRE,BE0012544319,,Euronext Expert Market,EUR,
FINAXO,FR0010487272,Industrials,Euronext Access Paris,EUR,Waste Management
FINCANTIERI,IT0005599938,Industrials,Euronext Milan,EUR,Aerospace & Defense
FINE FOODS & PHARM,IT0005215329,Consumer Defensive,Euronext Milan,EUR,Packaged Foods
FINECOBANK,IT0000072170,Financial Services,Euronext Milan,EUR,Banks - Regional
FIPP,FR0000038184,Real Estate,Euronext Paris,EUR,Real Estate Services
FIRST CAPITAL,IT0005252736,Financial Services,Euronext Growth Milan,EUR,Capital Markets
FIRSTCAUTION,CH0120879058,Financial Services,Euronext Access Paris,EUR,Insurance Brokers
FJORD DEFENCE GR,NO0013647693,Industrials,Oslo Børs,NOK,Aerospace & Defense
FLEKKEFJORD SPAREB,NO0013209858,Financial Services,Euronext Growth Oslo,NOK,Banks - Regional
FLEURY MICHON,FR0000074759,,Euronext Growth Paris,EUR,
FLEXDEAL,PTFXD0AM0018,,Euronext Lisbon,EUR,
FLORENTAISE,FR001400GO75,Basic Materials,Euronext Growth Paris,EUR,Agricultural Inputs
FLORIDIENNE,BE0003215143,Industrials,Euronext Brussels,EUR,Conglomerates
FLOWSPARKS,BE0003847648,Consumer Defensive,Euronext Access Brussels,EUR,Education & Training Services
FLUGHAFEN ZUERICH,CH0319416936,Industrials,Euronext Global Equity Market,EUR,Airports & Air Services
Fluidra SA,ES0137650018,Industrials,Euronext Global Equity Market,EUR,Specialty Industrial Machinery
FLUXYS BELGIUM D,BE0974265945,Energy,Euronext Brussels,EUR,Oil & Gas Midstream
FNAC DARTY,FR0011476928,Consumer Cyclical,Trading After Hours,EUR,Specialty Retail
FNM,IT0000060886,Industrials,Euronext Milan,EUR,Railroads
FNPTECHNOLOGIESSA,FR0013230067,Technology,Euronext Access Paris,EUR,Software - Application
FONCIERE 7 INVEST,FR0000065930,Consumer Cyclical,Euronext Paris,EUR,"Furnishings, Fixtures & Appliances"
FONCIERE INEA,FR0010341032,Real Estate,Euronext Paris,EUR,Real Estate Services
FONCIERE VINDI,FR0011605617,Real Estate,Euronext Access Paris,EUR,Real Estate Services
FONCIERE VOLTA,FR0000053944,Real Estate,Euronext Paris,EUR,Real Estate Services
FOPE,IT0005203424,Consumer Cyclical,Euronext Growth Milan,EUR,Luxury Goods
FORFARMERS,NL0011832811,Consumer Defensive,Euronext Amsterdam,EUR,Packaged Foods
FORSEE POWER,FR0014005SB3,Consumer Cyclical,Euronext Paris,EUR,Auto Parts
FORTUM,FI0009007132,Utilities,Euronext Global Equity Market,EUR,Utilities - Renewable
FORVIA,FR0000121147,Consumer Cyclical,Trading After Hours,EUR,Auto Parts
FOUNTAIN,BE0003752665,Consumer Defensive,Euronext Brussels,EUR,Food Distribution
FOUNTAINE PAJOT,FR0010485268,,Euronext Growth Paris,EUR,
FOYER,NSCEX0000018,,Euronext Expert Market,EUR,
FRANCAISE ENERGIE,FR0013030152,,Euronext Paris,EUR,
FRANCE TOURISME,FR0010823724,Real Estate,Euronext Access Paris,EUR,Real Estate Services
FRANCHETTI,IT0005508574,Industrials,Euronext Growth Milan,EUR,Engineering & Construction
FRANCHI UMB MARMI,IT0005335754,Industrials,Euronext Growth Milan,EUR,Building Products & Equipment
FRAPORT,DE0005773303,Industrials,Euronext Global Equity Market,EUR,Airports & Air Services
FREELANCE.COM,FR0004187367,Industrials,Euronext Growth Paris,EUR,Staffing & Employment Services
Freenet AG,DE000A0Z2ZZ5,Communication Services,Euronext Global Equity Market,EUR,Telecom Services
FRENDY ENERGY,IT0004819857,Utilities,Euronext Growth Milan,EUR,Utilities - Renewable
FRESENIUS,DE0005785604,Healthcare,Trading After Hours,EUR,Medical Care Facilities
FRESENIUS MED CARE,DE0005785802,Healthcare,Trading After Hours,EUR,Medical Care Facilities
FREY,FR0010588079,Real Estate,Euronext Paris,EUR,REIT - Retail
FRIENDS,IT0005664641,Communication Services,Euronext Growth Milan,EUR,Entertainment
FSDV,FR0000031973,Real Estate,Euronext Paris,EUR,Real Estate Services
FUCHS SE,DE000A3E5D64,Basic Materials,Euronext Global Equity Market,EUR,Specialty Chemicals
FUGRO,NL00150003E1,Energy,Trading After Hours,EUR,Oil & Gas Equipment & Services
FUT.CLUBE PORTO,PTFCP0AM0008,Communication Services,Euronext Lisbon,EUR,Entertainment
G.A.I.,FR0000053415,Industrials,Euronext Access Paris,EUR,Specialty Business Services
G.M. LEATHER,IT0005498610,Consumer Cyclical,Euronext Growth Milan,EUR,Textile Manufacturing
GABETTI,IT0005023038,Real Estate,Euronext Milan,EUR,Real Estate Services
GAIASHOPPING ¿ S,PTGHP0AM0005,,Euronext Access Lisbon,EUR,
GALAPAGOS,BE0003818359,Healthcare,Trading After Hours,EUR,Biotechnology
Galderma Group,CH1335392721,Healthcare,Euronext Global Equity Market,EUR,Drug Manufacturers - Specialty & Generic
GALENICA,CH0360674466,Healthcare,Euronext Global Equity Market,EUR,Medical Distribution
GALEO,FR0011100759,Consumer Defensive,Euronext Access Paris,EUR,Household & Personal Products
GALP ENERGIA-NOM,PTGAL0AM0009,Energy,Euronext Lisbon,EUR,Oil & Gas Integrated
GAMBERO ROSSO,IT0005122392,Communication Services,Euronext Growth Milan,EUR,Publishing
Garmin Ltd,CH0114405324,Technology,Euronext Global Equity Market,EUR,Scientific & Technical Instruments
GAROF HEALTH CARE,IT0005345233,Healthcare,Euronext Milan,EUR,Medical Care Facilities
GAS PLUS,IT0004098510,Energy,Euronext Milan,EUR,Oil & Gas E&P
GASCOGNE,FR0000124414,Consumer Cyclical,Euronext Growth Paris,EUR,Packaging & Containers
GAUMONT,FR0000034894,Communication Services,Euronext Paris,EUR,Entertainment
GBL,BE0003797140,Financial Services,Trading After Hours,EUR,Asset Management
GEA GRENOBL.ELECT.,FR0000053035,Industrials,Euronext Paris,EUR,Business Equipment & Supplies
GEA GROUP,DE0006602006,Industrials,EuroTLX,EUR,Specialty Industrial Machinery
Geberit,CH0030170408,Industrials,Euronext Global Equity Market,EUR,Building Products & Equipment
GECI INTL,FR001400M1R1,Technology,Euronext Growth Paris,EUR,Software - Infrastructure
GECINA,FR0010040865,Real Estate,Euronext Paris,EUR,REIT - Office
GEFRAN,IT0003203947,Technology,Euronext Milan,EUR,Electronic Components
GEL,IT0005312365,Industrials,Euronext Growth Milan,EUR,Pollution & Treatment Controls
GEN BELGE ARGENTIN,BE6303070104,,Euronext Expert Market,EUR,
GENERALFINANCE,IT0005144784,Financial Services,Euronext Milan,EUR,Credit Services
GENERALI,IT0000062072,Financial Services,Trading After Hours,EUR,Insurance - Diversified
GENESIS,ES0105807004,,Euronext Access Paris,EUR,
GENEURO,CH0308403085,Healthcare,Euronext Paris,EUR,Biotechnology
GENFIT,FR0004163111,Healthcare,Euronext Paris,EUR,Biotechnology
GENOWAY,FR0004053510,Healthcare,Euronext Growth Paris,EUR,Biotechnology
GENSIGHT BIOLOGICS,FR0013183985,Healthcare,Euronext Paris,EUR,Biotechnology
GENSIGHT BSA,FR0014010IB4,,Euronext Growth Paris,EUR,
GENTIAN DIAGNOSTIC,NO0010748866,Healthcare,Oslo Børs,NOK,Medical Devices
GENTILI MOSCONI,IT0005531261,Consumer Cyclical,Euronext Growth Milan,EUR,Textile Manufacturing
GENTLEMENS EQUITY,PTGVE1AE0009,Financial Services,Euronext Access Paris,EUR,Asset Management
GEORG FISCHER,CH1169151003,,Euronext Global Equity Market,EUR,
GEOX,IT0003697080,Consumer Cyclical,Euronext Milan,EUR,Footwear & Accessories
Gerresheimer,DE000A0LD6E6,Healthcare,Euronext Global Equity Market,EUR,Medical Instruments & Supplies
Getinge AB,SE0000202624,Healthcare,Euronext Global Equity Market,EUR,Medical Devices
GETLINK SE,FR0010533075,Industrials,Trading After Hours,EUR,Railroads
GEVELOT,FR0000033888,Industrials,Euronext Growth Paris,EUR,Specialty Industrial Machinery
GIG,GG00BMB5XZ39,,Euronext Amsterdam,GBP,
GIGANTE SALMON,NO0011013765,Consumer Defensive,Euronext Growth Oslo,NOK,Farm Products
GIGLIO.COM,IT0005453003,Consumer Cyclical,Euronext Growth Milan,EUR,Internet Retail
GIMV,BE0003699130,Financial Services,Euronext Brussels,EUR,Asset Management
GIOCAMONDO STUDY,IT0005652489,Consumer Defensive,Euronext Growth Milan,EUR,Education & Training Services
GISMONDI 1754,IT0005391138,Consumer Cyclical,Euronext Growth Milan,EUR,Luxury Goods
Givaudan,CH0010645932,Basic Materials,Euronext Global Equity Market,EUR,Specialty Chemicals
GJENSIDIGE FORSIKR,NO0010582521,Financial Services,Oslo Børs,NOK,Insurance - Property & Casualty
GL EVENTS,FR0000066672,Industrials,Euronext Paris,EUR,Specialty Business Services
GLANBIA PLC,IE0000669501,Consumer Defensive,Euronext Dublin,EUR,Packaged Foods
GLASS TO POWER,IT0005613739,,Euronext Access Paris,EUR,
GLENCORE,JE00B4T3BW64,Basic Materials,EuroTLX,EUR,Other Industrial Metals & Mining
GLENVEAGH PROP.PLC,IE00BD6JX574,,Euronext Dublin,EUR,
GLINTT,PTPAD0AM0007,Technology,Euronext Lisbon,EUR,Information Technology Services
GLOBAL PIELAGO,ES0105537007,,Euronext Access Paris,EUR,
GLOBALBIOENERGIES,FR0011052257,Utilities,Euronext Growth Paris,EUR,Utilities - Diversified
GOLD BY GOLD,FR0011208693,Basic Materials,Euronext Growth Paris,EUR,Other Precious Metals & Mining
GOLDEN ENERGY OFF,NO0013228585,Industrials,Euronext Growth Oslo,NOK,Marine Shipping
GOODTECH,NO0004913609,Industrials,Oslo Børs,NOK,Engineering & Construction
GOSSON KESSALES,BE0011395465,,Euronext Expert Market,EUR,
GPE GROUP PIZZORNO,FR0010214064,Industrials,Euronext Paris,EUR,Waste Management
GPI,IT0005221517,Healthcare,Euronext Milan,EUR,Health Information Services
GRAINES VOLTZ,FR0000065971,Basic Materials,Euronext Paris,EUR,Agricultural Inputs
GREAT WESTERN MIN.,IE000T78CHJ8,Basic Materials,Euronext Growth Dublin,EUR,Other Industrial Metals & Mining
GREEN EARTH GROUP,NL0009169515,Basic Materials,Euronext Amsterdam,EUR,Lumber & Wood Production
GREEN MINERALS,NO0010907744,,Euronext Growth Oslo,NOK,
GREEN OLEO,IT0005549768,Basic Materials,Euronext Growth Milan,EUR,Chemicals
GREENCOAT REN.,IE00BF2NR112,,Euronext Growth Dublin,EUR,
GRIEG SEAFOOD,NO0010365521,Consumer Defensive,Oslo Børs,NOK,Farm Products
GRIFAL,IT0005332595,Consumer Cyclical,Euronext Growth Milan,EUR,Packaging & Containers
Grifols,ES0171996087,Healthcare,Euronext Global Equity Market,EUR,Drug Manufacturers - General
GROLLEAU,FR0014005ZM5,Industrials,Euronext Growth Paris,EUR,Metal Fabrication
GRONG SPAREBANK,NO0010636491,Financial Services,Euronext Growth Oslo,NOK,Banks - Regional
GROTTES DE HAN,BE0057677594,,Euronext Expert Market,EUR,
GROUPE CARNIVOR,FR0000076960,Consumer Defensive,Euronext Access Paris,EUR,Packaged Foods
GROUPE CRIT,FR0000036675,Industrials,Euronext Paris,EUR,Staffing & Employment Services
GROUPE GUILLIN,FR0012819381,Consumer Cyclical,Euronext Growth Paris,EUR,Packaging & Containers
GROUPE JAJ,FR0004010338,Consumer Cyclical,Euronext Paris,EUR,Apparel Manufacturing
GROUPE JOSI,BE0011606630,,Euronext Expert Market,EUR,
GROUPE LDLC,FR0000075442,Technology,Euronext Growth Paris,EUR,Electronics & Computer Distribution
GROUPE OKWIND,FR0013439627,Utilities,Euronext Growth Paris,EUR,Utilities - Renewable
GROUPE PARTOUCHE,FR0012612646,Consumer Cyclical,Euronext Paris,EUR,Resorts & Casinos
GROUPE PLUS-VALUES,FR0010529719,,Euronext Access Paris,EUR,
GROUPE SFPI,FR0004155000,Industrials,Euronext Paris,EUR,Specialty Industrial Machinery
GROUPE TERA,FR0013429404,Technology,Euronext Growth Paris,EUR,Scientific & Technical Instruments
GROUPIMO,FR0014000RP6,Real Estate,Euronext Growth Paris,EUR,Real Estate Services
GROWENS,IT0005040354,Technology,Euronext Growth Milan,EUR,Software - Application
GROWNERS,BE0003861789,,Euronext Expert Market,EUR,
GT TALENT GROUP,IT0005607699,,Euronext Growth Milan,EUR,
GTT,FR0011726835,Energy,Trading After Hours,EUR,Oil & Gas Equipment & Services
GUERBET,FR0000032526,Healthcare,Euronext Paris,EUR,Medical Devices
GUILLEMOT,FR0000066722,Technology,Euronext Paris,EUR,Computer Hardware
GVS,IT0005411209,Industrials,Euronext Milan,EUR,Pollution & Treatment Controls
GYLDENDAL,NO0004288200,Communication Services,Oslo Børs,NOK,Publishing
H-FARM,IT0004674666,Financial Services,Euronext Growth Milan,EUR,Asset Management
HAFFNER ENERGY,FR0014007ND6,Utilities,Euronext Growth Paris,EUR,Utilities - Renewable
HAFFNER ENERGY BSA,FR001400Y4X9,,Euronext Growth Paris,EUR,
HAIKI+,IT0005628778,Industrials,Euronext Growth Milan,EUR,Waste Management
HAMILTON GLOBAL OP,GB00BMDXQ672,Financial Services,Euronext Growth Paris,EUR,Asset Management
HAMMERSON PLC,GB00BRJQ8J25,Real Estate,Euronext Dublin,GBP,REIT - Retail
HANNOVER RUCK,DE0008402215,Financial Services,Trading After Hours,EUR,Insurance - Reinsurance
HAPAG-LLOYD,DE000HLAG475,Industrials,Euronext Global Equity Market,EUR,Marine Shipping
HAUGESUND SPB,NO0010764053,Financial Services,Oslo Børs,NOK,Banks - Regional
HAULOTTE GROUP,FR0000066755,Industrials,Euronext Paris,EUR,Farm & Heavy Construction Machinery
HAV GROUP,NO0010931918,Industrials,Euronext Growth Oslo,NOK,Marine Shipping
HAVAS,NL0015002K83,Communication Services,Euronext Amsterdam,EUR,Advertising Agencies
HAVILA KYSTRUTEN,NO0013696799,Consumer Cyclical,Euronext Growth Oslo,NOK,Travel Services
HAVILA SHIPPING,NO0010257728,,Oslo Børs,NOK,
HAWICK DATA NV,NL0010556726,Financial Services,Euronext Amsterdam,EUR,Asset Management
HDF,FR0014003VY4,,Euronext Paris,EUR,
HEALTH ITALIA,IT0005585861,Healthcare,Euronext Growth Milan,EUR,Healthcare Plans
HEALTHCARE ACTIVOS,ES0105498002,,Euronext Access Paris,EUR,
